TIME,Temp(°C),Temp(°F),Water Range(cm),Water Level,Turbidity(Voltage),Water Purity,pH level,target column
15:25.7,38.88,101.97,28,Low,3.19,Muddy,8.23,Impure
15:30.3,38.88,101.97,28,Low,3.24,Muddy,8.4,Impure
15:35.0,38.88,101.97,28,Low,3.24,Muddy,8.28,Impure
15:39.6,38.81,101.86,28,Low,3.2,Muddy,8.37,Impure
15:44.3,38.81,101.86,28,Low,3,Muddy,8.01,Impure
15:48.9,38.81,101.86,28,Low,3.23,Muddy,8.38,Impure
15:53.6,38.81,101.86,28,Low,3.3,Muddy,8.22,Impure
15:58.2,38.75,101.75,28,Low,3.15,Muddy,8.24,Impure
16:02.9,38.75,101.75,28,Low,3.06,Muddy,8.44,Impure
16:07.5,38.69,101.64,28,Low,3.12,Muddy,8.29,Impure
16:12.1,38.75,101.75,28,Low,3.28,Muddy,8.37,Impure
16:16.8,38.69,101.64,28,Low,3.03,Muddy,8.28,Impure
16:21.5,38.69,101.64,28,Low,3.09,Muddy,8.39,Impure
16:26.1,38.63,101.53,28,Low,3.2,Muddy,8.13,Impure
16:30.7,38.63,101.53,28,Low,3.13,Muddy,8.24,Impure
16:35.4,38.69,101.64,28,Low,3.16,Muddy,8.2,Impure
16:40.0,38.63,101.53,28,Low,3.2,Muddy,8.18,Impure
16:44.7,38.63,101.53,28,Low,3.1,Muddy,8.23,Impure
16:49.3,38.63,101.53,28,Low,3.05,Muddy,8.2,Impure
16:54.0,38.63,101.53,28,Low,2.95,Muddy,8.13,Impure
16:58.6,38.63,101.53,28,Low,3.11,Muddy,8.09,Impure
17:03.3,38.56,101.41,28,Low,3.25,Muddy,8.24,Impure
17:07.9,38.56,101.41,28,Low,3.15,Muddy,8.37,Impure
17:12.6,38.56,101.41,28,Low,3.2,Muddy,8.06,Impure
17:17.2,38.5,101.3,28,Low,3.15,Muddy,8.25,Impure
17:21.9,38.5,101.3,28,Low,3.2,Muddy,8.08,Impure
17:26.5,38.5,101.3,28,Low,3.02,Muddy,8.12,Impure
17:31.2,38.5,101.3,28,Low,3.24,Muddy,8.37,Impure
17:35.8,38.5,101.3,28,Low,3.24,Muddy,8.33,Impure
17:40.5,38.44,101.19,28,Low,3.06,Muddy,8.3,Impure
17:45.1,38.44,101.19,28,Low,2.98,Muddy,8.17,Impure
17:49.8,38.44,101.19,28,Low,3.18,Muddy,8.31,Impure
17:54.4,38.38,101.07,28,Low,2.96,Muddy,8.46,Impure
17:59.0,38.38,101.07,28,Low,3.01,Muddy,8.34,Impure
18:03.7,38.38,101.07,28,Low,2.99,Muddy,8.32,Impure
18:08.4,38.38,101.07,28,Low,3.23,Muddy,8.32,Impure
18:13.0,38.38,101.07,28,Low,3.11,Muddy,8.25,Impure
18:17.6,38.31,100.96,28,Low,3,Muddy,8.31,Impure
18:22.3,38.31,100.96,28,Low,3.1,Muddy,8.23,Impure
18:26.9,38.31,100.96,28,Low,3.24,Muddy,8.42,Impure
18:31.6,38.31,100.96,28,Low,3.07,Muddy,8.31,Impure
18:36.2,38.31,100.96,28,Low,3.2,Muddy,8.35,Impure
18:40.9,38.31,100.96,28,Low,3.16,Muddy,8.34,Impure
18:45.5,38.25,100.85,28,Low,3.05,Muddy,8.18,Impure
18:50.2,38.25,100.85,28,Low,3.08,Muddy,8.38,Impure
18:54.8,38.25,100.85,28,Low,3.24,Muddy,8.17,Impure
18:59.5,38.19,100.74,28,Low,3.19,Muddy,8.25,Impure
19:04.1,38.19,100.74,28,Low,3.09,Muddy,8.2,Impure
19:08.8,38.19,100.74,28,Low,3.12,Muddy,8.2,Impure
19:13.4,38.19,100.74,28,Low,3.09,Muddy,8.2,Impure
19:18.1,38.19,100.74,28,Low,3.32,Muddy,8.31,Impure
19:22.7,38.19,100.74,28,Low,3.01,Muddy,8.46,Impure
19:27.4,38.13,100.62,28,Low,2.99,Muddy,8.31,Impure
19:32.0,38.13,100.62,28,Low,3.08,Muddy,8.3,Impure
19:36.7,38.13,100.62,28,Low,2.93,Muddy,8.06,Impure
19:41.3,38.06,100.51,28,Low,3.01,Muddy,8.33,Impure
19:46.0,38.06,100.51,28,Low,3.01,Muddy,8.35,Impure
19:50.6,38.06,100.51,28,Low,3.08,Muddy,8.3,Impure
19:55.3,38.06,100.51,28,Low,3.13,Muddy,8.32,Impure
00:17.4,41.94,107.49,12,Low,2.28,Muddy,7.92,Medium
00:26.7,41.88,107.37,10,Low,2.46,Muddy,8.03,Medium
00:31.3,41.81,107.26,16,Low,2.29,Muddy,7.81,Medium
00:49.9,41.75,107.15,16,Low,2.26,Muddy,7.86,Medium
01:03.9,41.75,107.15,18,Low,2.32,Muddy,7.9,Medium
01:17.8,41.75,107.15,17,Low,2.62,Muddy,7.89,Medium
01:22.5,41.63,106.92,16,Low,2.7,Muddy,7.91,Medium
01:41.1,41.63,106.92,10,Low,2.52,Muddy,7.94,Medium
01:55.0,41.56,106.81,14,Low,2.5,Muddy,7.89,Medium
01:59.7,41.56,106.81,16,Low,2.64,Muddy,7.89,Medium
02:04.3,41.5,106.7,16,Low,2.68,Muddy,7.91,Medium
02:09.0,41.5,106.7,10,Low,2.46,Muddy,7.93,Medium
02:13.6,41.5,106.7,11,Low,2.67,Muddy,7.8,Medium
02:22.9,41.44,106.59,11,Low,2.61,Muddy,7.91,Medium
02:41.5,41.38,106.47,16,Low,2.55,Muddy,7.78,Medium
02:46.1,41.38,106.47,15,Low,2.77,Muddy,7.93,Medium
02:55.4,41.31,106.36,11,Low,2.7,Muddy,7.92,Medium
03:14.0,41.31,106.36,12,Low,2.67,Muddy,7.84,Medium
03:18.7,41.25,106.25,17,Low,2.66,Muddy,7.72,Medium
03:28.0,41.25,106.25,15,Low,2.87,Muddy,7.9,Medium
03:32.6,41.25,106.25,11,Low,2.7,Muddy,7.97,Medium
03:37.3,41.25,106.25,16,Low,2.86,Muddy,7.9,Medium
03:46.6,41.25,106.25,14,Low,2.7,Muddy,7.92,Medium
03:51.2,41.25,106.25,15,Low,2.98,Muddy,7.81,Medium
03:55.9,41.19,106.14,16,Low,2.74,Muddy,7.82,Medium
04:00.5,41.19,106.14,15,Low,3.01,Muddy,7.92,Medium
04:05.2,41.19,106.14,16,Low,3.01,Muddy,7.8,Medium
04:14.5,41.19,106.14,16,Low,2.89,Muddy,7.95,Medium
04:42.4,41.06,105.91,12,Low,3.02,Muddy,7.84,Medium
04:47.0,41.06,105.91,13,Low,3.02,Muddy,7.86,Medium
05:00.9,41,105.8,11,Low,2.8,Muddy,7.89,Medium
05:33.5,40.94,105.69,12,Low,2.94,Muddy,8.02,Medium
05:42.8,40.88,105.57,17,Low,3.07,Muddy,7.89,Medium
05:52.1,40.88,105.57,10,Low,2.97,Muddy,7.94,Medium
06:10.7,40.88,105.57,17,Low,2.85,Muddy,7.94,Medium
06:29.2,40.75,105.35,15,Low,2.97,Muddy,7.8,Medium
06:38.5,40.81,105.46,16,Low,3.11,Muddy,8.03,Medium
07:15.7,40.69,105.24,17,Low,3.1,Muddy,7.54,Medium
07:20.4,40.69,105.24,17,Low,3.19,Muddy,7.7,Medium
07:29.6,40.63,105.12,17,Low,2.93,Muddy,7.93,Medium
07:34.3,40.63,105.12,17,Low,3,Muddy,7.89,Medium
08:25.4,40.5,104.9,12,Low,3.09,Muddy,7.78,Medium
08:34.7,40.5,104.9,16,Low,3.16,Muddy,7.52,Medium
08:39.3,40.44,104.79,17,Low,3.02,Muddy,7.83,Medium
08:48.6,40.44,104.79,17,Low,3.23,Muddy,7.86,Medium
08:57.9,40.38,104.67,17,Low,3.07,Muddy,7.53,Medium
09:02.6,40.38,104.67,17,Low,3.09,Muddy,7.85,Medium
09:35.1,40.31,104.56,17,Low,3.23,Muddy,7.71,Medium
09:53.7,40.31,104.56,17,Low,3.1,Muddy,7.94,Medium
10:03.0,40.25,104.45,17,Low,3.23,Muddy,7.87,Medium
10:21.6,40.19,104.34,10,Low,3.02,Muddy,7.81,Medium
10:35.5,40.19,104.34,17,Low,3.12,Muddy,7.95,Medium
10:58.7,40.13,104.22,10,Low,3.24,Muddy,7.89,Medium
11:03.4,40.06,104.11,12,Low,3.14,Muddy,7.89,Medium
11:12.7,40.06,104.11,17,Low,3.24,Muddy,7.92,Medium
11:17.3,40.06,104.11,11,Low,3.07,Muddy,7.73,Medium
11:26.6,39.94,103.89,17,Low,3.25,Muddy,7.93,Medium
11:54.5,39.94,103.89,13,Low,3,Muddy,7.89,Medium
11:59.1,39.94,103.89,16,Low,3.23,Muddy,7.72,Medium
12:03.8,39.94,103.89,16,Low,3.23,Muddy,7.28,Medium
12:08.5,39.94,103.89,17,Low,3.32,Muddy,7.87,Medium
12:13.1,39.88,103.78,17,Low,3.15,Muddy,7.82,Medium
12:27.0,39.88,103.78,15,Low,3.32,Muddy,7.86,Medium
12:31.7,39.81,103.66,16,Low,3.16,Muddy,7.86,Medium
12:36.3,39.81,103.66,17,Low,3.03,Muddy,7.84,Medium
12:41.0,39.81,103.66,16,Low,2.97,Muddy,7.85,Medium
12:45.6,39.81,103.66,14,Low,3.01,Muddy,7.81,Medium
12:54.9,39.81,103.66,17,Low,3.21,Muddy,7.87,Medium
13:04.2,39.81,103.66,17,Low,3.18,Muddy,7.85,Medium
13:13.5,39.75,103.55,16,Low,3.15,Muddy,7.91,Medium
13:27.4,39.81,103.66,15,Low,2.92,Muddy,7.97,Medium
13:50.7,39.75,103.55,11,Low,3.15,Muddy,7.62,Medium
13:55.3,39.75,103.55,17,Low,3.14,Muddy,7.89,Medium
14:00.0,39.81,103.66,17,Low,3.2,Muddy,7.72,Medium
14:04.6,39.75,103.55,15,Low,3.42,Muddy,7.84,Medium
15:05.0,39.56,103.21,17,Low,3.12,Muddy,7.89,Medium
15:46.8,39.5,103.1,9,Low,3.43,Muddy,7.87,Medium
15:56.1,39.5,103.1,10,Low,3.13,Muddy,7.79,Medium
16:19.4,39.44,102.99,16,Low,3.4,Muddy,7.59,Medium
16:38.0,39.38,102.87,15,Low,3.38,Muddy,7.97,Medium
17:01.2,39.38,102.87,15,Low,3.23,Muddy,7.85,Medium
17:10.5,39.38,102.87,14,Low,3.29,Muddy,7.58,Medium
17:52.3,39.19,102.54,17,Low,3.37,Muddy,7.75,Medium
18:10.9,39.13,102.42,16,Low,3.25,Muddy,7.92,Medium
18:15.5,39.19,102.54,16,Low,3.2,Muddy,7.84,Medium
18:20.2,39.13,102.42,15,Low,3.3,Muddy,7.89,Medium
18:24.8,39.13,102.42,16,Low,3.16,Muddy,7.77,Medium
18:29.5,39.13,102.42,13,Low,3.4,Muddy,7.93,Medium
18:38.8,39.06,102.31,9,Low,3.48,Muddy,7.77,Medium
18:52.7,39.06,102.31,17,Low,3.44,Muddy,7.87,Medium
19:02.0,39.06,102.31,15,Low,3.39,Muddy,7.78,Medium
19:16.0,39,102.2,10,Low,3.4,Muddy,7.78,Medium
19:34.5,38.94,102.09,17,Low,3.18,Muddy,7.9,Medium
19:39.2,38.94,102.09,16,Low,3.18,Muddy,7.94,Medium
19:48.5,38.94,102.09,10,Low,3.3,Muddy,7.9,Medium
20:02.4,38.88,101.97,9,Low,3.33,Muddy,8.03,Medium
20:11.7,38.88,101.97,17,Low,3.47,Muddy,7.88,Medium
20:16.4,38.88,101.97,9,Low,3.4,Muddy,7.66,Medium
20:53.5,38.75,101.75,17,Low,3.28,Muddy,7.79,Medium
21:02.8,38.69,101.64,15,Low,3.34,Muddy,7.91,Medium
21:12.1,38.75,101.75,14,Low,3.25,Muddy,7.88,Medium
21:16.8,38.69,101.64,16,Low,3.17,Muddy,7.86,Medium
21:26.1,38.69,101.64,9,Low,3.35,Muddy,7.86,Medium
21:58.6,38.63,101.53,16,Low,3.46,Muddy,7.91,Medium
22:21.8,38.56,101.41,13,Low,3.47,Muddy,7.89,Medium
22:26.5,38.56,101.41,16,Low,3.44,Muddy,7.89,Medium
22:35.8,38.5,101.3,16,Low,3.35,Muddy,7.9,Medium
22:49.7,38.5,101.3,13,Low,3.22,Muddy,7.65,Medium
22:54.3,38.5,101.3,9,Low,3.47,Muddy,7.92,Medium
23:03.7,38.44,101.19,9,Low,3.4,Muddy,7.86,Medium
23:17.6,38.44,101.19,15,Low,3.48,Muddy,7.98,Medium
23:36.2,38.44,101.19,14,Low,3.43,Muddy,7.89,Medium
23:50.1,38.31,100.96,10,Low,3.48,Muddy,7.79,Medium
23:59.4,38.31,100.96,14,Low,3.42,Muddy,7.89,Medium
24:13.4,38.31,100.96,15,Low,3.24,Muddy,7.94,Medium
24:22.6,38.31,100.96,16,Low,3.32,Muddy,7.81,Medium
24:36.6,38.25,100.85,14,Low,3.32,Muddy,7.71,Medium
24:55.2,38.19,100.74,16,Low,3.39,Muddy,7.79,Medium
25:09.1,38.19,100.74,15,Low,3.44,Muddy,7.93,Medium
25:32.4,38.13,100.62,9,Low,3.49,Muddy,7.89,Medium
25:37.0,38.13,100.62,10,Low,3.38,Muddy,7.84,Medium
26:04.9,38.06,100.51,14,Low,3.42,Muddy,7.77,Medium
26:23.5,38,100.4,14,Low,3.48,Muddy,8.01,Medium
26:28.1,38,100.4,14,Low,3.44,Muddy,7.74,Medium
28:52.2,37.75,99.95,9,Low,3.37,Muddy,7.87,Medium
28:56.8,37.69,99.84,17,Low,3.47,Muddy,7.85,Medium
29:20.0,37.63,99.72,15,Low,3.39,Muddy,7.94,Medium
29:57.2,37.56,99.61,11,Low,3.36,Muddy,7.72,Medium
30:20.4,37.5,99.5,16,Low,3.46,Muddy,7.84,Medium
30:39.0,37.44,99.39,16,Low,3.45,Muddy,7.88,Medium
31:58.0,37.25,99.05,16,Low,3.49,Muddy,7.91,Medium
51:05.8,35.19,95.34,17,Low,1.36,Muddy,7.96,Medium
51:10.4,35.19,95.34,17,Low,0.85,Muddy,7.85,Medium
51:24.4,35.13,95.22,16,Low,0.93,Muddy,8.02,Medium
51:29.0,35.19,95.34,16,Low,0.99,Muddy,7.85,Medium
51:52.2,35.13,95.22,16,Low,1.15,Muddy,7.81,Medium
52:01.5,35.19,95.34,16,Low,1.05,Muddy,7.94,Medium
52:20.1,35.13,95.22,16,Low,1.42,Muddy,7.9,Medium
52:29.4,35.06,95.11,16,Low,1.22,Muddy,7.82,Medium
52:34.1,35.06,95.11,16,Low,1.52,Muddy,7.79,Medium
52:38.7,35.06,95.11,16,Low,1.37,Muddy,7.91,Medium
52:48.0,35.06,95.11,16,Low,1.58,Muddy,7.68,Medium
52:52.7,35,95,16,Low,1.44,Muddy,7.66,Medium
52:57.3,35,95,16,Low,1.84,Muddy,7.99,Medium
53:02.0,34.94,94.89,17,Low,1.56,Muddy,7.7,Medium
53:06.6,35,95,17,Low,1.79,Muddy,7.85,Medium
53:11.3,35,95,17,Low,1.68,Muddy,7.71,Medium
53:25.2,35,95,15,Low,1.89,Muddy,8,Medium
53:53.1,34.88,94.78,16,Low,1.91,Muddy,7.78,Medium
53:57.7,34.94,94.89,17,Low,1.98,Muddy,7.85,Medium
54:07.0,34.88,94.78,17,Low,1.98,Muddy,8.01,Medium
54:16.3,34.94,94.89,17,Low,1.83,Muddy,7.84,Medium
54:30.2,34.88,94.78,17,Low,1.98,Muddy,7.78,Medium
54:34.9,34.94,94.89,16,Low,2.01,Muddy,7.69,Medium
54:53.5,34.88,94.78,16,Low,2.07,Muddy,7.89,Medium
55:02.8,34.88,94.78,17,Low,1.94,Muddy,7.83,Medium
55:53.9,34.69,94.44,17,Low,2.23,Muddy,8.01,Medium
55:58.5,34.69,94.44,17,Low,2.36,Muddy,7.7,Medium
56:12.5,34.69,94.44,16,Low,2.28,Muddy,7.86,Medium
56:21.8,34.69,94.44,17,Low,2.36,Muddy,7.8,Medium
56:31.1,34.69,94.44,16,Low,2.33,Muddy,7.75,Medium
56:45.0,34.69,94.44,17,Low,2.18,Muddy,7.84,Medium
56:49.6,34.63,94.32,17,Low,2.15,Muddy,7.91,Medium
56:54.3,34.63,94.32,17,Low,2.48,Muddy,7.96,Medium
57:03.6,34.63,94.32,16,Low,2.38,Muddy,7.94,Medium
57:08.2,34.63,94.32,16,Low,2.38,Muddy,7.92,Medium
57:12.9,34.63,94.32,17,Low,2.33,Muddy,7.82,Medium
57:17.5,34.63,94.32,17,Low,2.47,Muddy,7.95,Medium
57:22.2,34.56,94.21,16,Low,2.54,Muddy,7.83,Medium
57:50.0,34.56,94.21,16,Low,2.54,Muddy,7.48,Medium
57:54.7,34.56,94.21,17,Low,2.39,Muddy,7.83,Medium
58:22.6,34.44,93.99,17,Low,2.5,Muddy,7.91,Medium
58:31.9,34.5,94.1,17,Low,2.43,Muddy,7.77,Medium
58:36.5,34.5,94.1,16,Low,2.31,Muddy,7.95,Medium
58:41.2,34.5,94.1,17,Low,2.54,Muddy,7.95,Medium
58:45.8,34.5,94.1,17,Low,2.33,Muddy,7.89,Medium
58:55.1,34.44,93.99,16,Low,2.46,Muddy,7.88,Medium
59:04.4,34.44,93.99,17,Low,2.63,Muddy,7.88,Medium
59:13.7,34.44,93.99,14,Low,2.46,Muddy,7.63,Medium
59:18.4,34.44,93.99,17,Low,2.4,Muddy,8.01,Medium
59:23.0,34.44,93.99,16,Low,2.62,Muddy,7.9,Medium
59:36.9,34.38,93.87,17,Low,2.38,Muddy,7.93,Medium
59:46.2,34.38,93.87,16,Low,2.37,Muddy,7.94,Medium
00:09.5,34.38,93.87,16,Low,2.35,Muddy,7.85,Medium
00:14.1,34.38,93.87,17,Low,2.47,Muddy,8.02,Medium
00:23.4,34.38,93.87,17,Low,2.65,Muddy,7.68,Medium
00:32.7,34.38,93.87,17,Low,2.58,Muddy,7.9,Medium
00:37.3,34.31,93.76,17,Low,2.71,Muddy,7.75,Medium
00:46.6,34.25,93.65,16,Low,2.62,Muddy,7.85,Medium
01:05.2,34.25,93.65,17,Low,2.5,Muddy,8.01,Medium
01:09.9,34.31,93.76,17,Low,2.7,Muddy,7.99,Medium
01:14.5,34.25,93.65,16,Low,2.66,Muddy,7.7,Medium
01:23.8,34.25,93.65,16,Low,2.62,Muddy,7.94,Medium
01:28.5,34.25,93.65,17,Low,2.68,Muddy,7.97,Medium
01:33.1,34.19,93.54,17,Low,2.68,Muddy,7.85,Medium
01:37.7,34.25,93.65,16,Low,2.79,Muddy,7.81,Medium
01:47.0,34.25,93.65,16,Low,2.57,Muddy,7.94,Medium
02:01.0,34.19,93.54,17,Low,2.54,Muddy,7.84,Medium
02:05.6,34.25,93.65,16,Low,2.7,Muddy,7.88,Medium
02:10.3,34.19,93.54,17,Low,2.7,Muddy,7.84,Medium
02:14.9,34.19,93.54,17,Low,2.49,Muddy,7.95,Medium
02:38.2,34.13,93.42,15,Low,2.67,Muddy,7.96,Medium
02:56.7,34.13,93.42,17,Low,2.68,Muddy,7.99,Medium
03:01.4,34.13,93.42,17,Low,2.62,Muddy,7.88,Medium
03:06.0,34.13,93.42,17,Low,2.69,Muddy,7.46,Medium
03:15.3,34.13,93.42,17,Low,2.65,Muddy,7.94,Medium
03:24.6,34.06,93.31,16,Low,2.74,Muddy,7.93,Medium
03:33.9,34.06,93.31,16,Low,2.71,Muddy,7.87,Medium
03:38.6,34.06,93.31,16,Low,2.85,Muddy,7.9,Medium
03:47.9,34,93.2,17,Low,2.65,Muddy,7.91,Medium
03:57.1,34.06,93.31,17,Low,2.57,Muddy,7.97,Medium
04:01.8,34.06,93.31,16,Low,2.79,Muddy,7.84,Medium
04:15.7,34,93.2,16,Low,2.75,Muddy,7.82,Medium
04:25.0,34,93.2,17,Low,2.73,Muddy,7.88,Medium
04:34.3,34,93.2,17,Low,2.81,Muddy,7.86,Medium
04:39.0,34,93.2,17,Low,2.73,Muddy,7.9,Medium
04:48.3,34,93.2,17,Low,2.78,Muddy,7.86,Medium
05:44.0,33.88,92.97,17,Low,2.7,Muddy,7.86,Medium
05:57.9,33.94,93.09,16,Low,2.66,Muddy,7.95,Medium
06:02.6,33.88,92.97,17,Low,2.8,Muddy,7.86,Medium
06:07.2,33.88,92.97,16,Low,2.77,Muddy,7.87,Medium
06:21.2,33.81,92.86,17,Low,2.69,Muddy,7.83,Medium
06:25.8,33.81,92.86,16,Low,2.85,Muddy,8.02,Medium
06:30.5,33.81,92.86,16,Low,2.6,Muddy,7.88,Medium
06:35.1,33.75,92.75,16,Low,2.58,Muddy,7.84,Medium
06:39.8,33.81,92.86,17,Low,2.84,Muddy,7.92,Medium
06:44.4,33.75,92.75,17,Low,2.91,Muddy,7.75,Medium
06:53.7,33.81,92.86,16,Low,2.79,Muddy,7.92,Medium
06:58.3,33.75,92.75,16,Low,2.85,Muddy,7.57,Medium
07:03.0,33.75,92.75,17,Low,2.53,Muddy,7.85,Medium
07:07.6,33.75,92.75,16,Low,2.68,Muddy,7.8,Medium
07:12.3,33.75,92.75,16,Low,2.69,Muddy,7.92,Medium
07:30.9,33.75,92.75,17,Low,2.6,Muddy,7.97,Medium
07:44.8,33.75,92.75,17,Low,2.86,Muddy,7.94,Medium
07:49.5,33.69,92.64,16,Low,2.75,Muddy,7.68,Medium
07:54.1,33.69,92.64,17,Low,2.68,Muddy,7.93,Medium
07:58.7,33.75,92.75,17,Low,2.83,Muddy,7.97,Medium
08:12.7,33.69,92.64,17,Low,2.62,Muddy,7.86,Medium
08:35.9,33.63,92.53,17,Low,2.62,Muddy,7.9,Medium
08:40.6,33.63,92.53,17,Low,2.62,Muddy,7.51,Medium
08:45.2,33.63,92.53,17,Low,2.68,Muddy,7.95,Medium
08:54.5,33.63,92.53,17,Low,2.68,Muddy,7.85,Medium
08:59.2,33.56,92.41,15,Low,2.78,Muddy,7.89,Medium
09:03.8,33.63,92.53,17,Low,2.84,Muddy,7.87,Medium
09:17.7,33.63,92.53,17,Low,2.86,Muddy,7.95,Medium
09:22.4,33.56,92.41,16,Low,2.95,Muddy,7.89,Medium
09:27.0,33.56,92.41,17,Low,2.66,Muddy,7.84,Medium
09:36.3,33.56,92.41,17,Low,2.86,Muddy,7.77,Medium
09:41.0,33.56,92.41,17,Low,2.66,Muddy,7.94,Medium
09:45.6,33.5,92.3,17,Low,2.91,Muddy,7.96,Medium
09:54.9,33.56,92.41,16,Low,2.62,Muddy,7.88,Medium
09:59.6,33.56,92.41,16,Low,2.65,Muddy,7.79,Medium
10:04.2,33.5,92.3,17,Low,2.92,Muddy,7.81,Medium
10:08.8,33.5,92.3,17,Low,2.81,Muddy,7.93,Medium
10:22.8,33.56,92.41,17,Low,2.85,Muddy,7.96,Medium
10:27.4,33.5,92.3,17,Low,2.77,Muddy,7.92,Medium
10:50.7,33.5,92.3,17,Low,2.93,Muddy,7.86,Medium
11:04.6,33.44,92.19,17,Low,2.7,Muddy,7.91,Medium
11:18.5,33.44,92.19,17,Low,2.76,Muddy,7.95,Medium
11:23.2,33.44,92.19,17,Low,2.96,Muddy,7.96,Medium
11:32.5,33.44,92.19,17,Low,2.86,Muddy,7.98,Medium
11:37.1,33.44,92.19,17,Low,2.64,Muddy,7.9,Medium
11:41.8,33.44,92.19,17,Low,2.92,Muddy,7.91,Medium
11:46.4,33.44,92.19,17,Low,2.94,Muddy,7.81,Medium
11:51.1,33.38,92.07,16,Low,2.77,Muddy,7.95,Medium
12:05.0,33.38,92.07,17,Low,2.85,Muddy,7.86,Medium
12:18.9,33.38,92.07,17,Low,2.72,Muddy,7.9,Medium
12:28.2,33.31,91.96,17,Low,2.69,Muddy,7.93,Medium
12:37.5,33.31,91.96,17,Low,2.75,Muddy,7.94,Medium
12:42.2,33.31,91.96,17,Low,2.87,Muddy,7.94,Medium
13:00.7,33.31,91.96,17,Low,2.85,Muddy,7.81,Medium
13:05.4,33.31,91.96,16,Low,2.69,Muddy,7.9,Medium
13:10.1,33.31,91.96,17,Low,2.91,Muddy,7.9,Medium
13:19.3,33.25,91.85,17,Low,2.97,Muddy,7.87,Medium
13:24.0,33.25,91.85,17,Low,2.94,Muddy,7.88,Medium
13:42.6,33.25,91.85,17,Low,3.01,Muddy,7.96,Medium
13:47.2,33.25,91.85,17,Low,2.7,Muddy,7.89,Medium
13:51.9,33.25,91.85,17,Low,2.8,Muddy,7.8,Medium
14:05.8,33.25,91.85,17,Low,2.7,Muddy,7.94,Medium
14:15.1,33.19,91.74,16,Low,2.82,Muddy,7.89,Medium
14:19.7,33.19,91.74,17,Low,2.85,Muddy,7.94,Medium
14:33.7,33.19,91.74,17,Low,3,Muddy,7.88,Medium
14:43.0,33.19,91.74,17,Low,3.04,Muddy,7.94,Medium
14:56.9,33.19,91.74,17,Low,2.73,Muddy,7.65,Medium
15:01.5,33.19,91.74,17,Low,2.79,Muddy,7.9,Medium
15:24.8,33.13,91.62,17,Low,2.95,Muddy,7.92,Medium
15:34.1,33.06,91.51,17,Low,2.96,Muddy,7.87,Medium
15:57.3,33.13,91.62,17,Low,2.94,Muddy,7.8,Medium
16:11.2,33,91.4,17,Low,3.09,Muddy,7.98,Medium
16:29.8,33.06,91.51,17,Low,2.86,Muddy,7.93,Medium
16:34.5,33.06,91.51,17,Low,2.71,Muddy,7.82,Medium
16:43.7,33,91.4,17,Low,2.82,Muddy,7.98,Medium
17:11.6,33,91.4,17,Low,3.01,Muddy,7.83,Medium
17:16.3,33,91.4,17,Low,2.79,Muddy,7.82,Medium
17:25.6,33,91.4,17,Low,3,Muddy,7.93,Medium
17:34.8,33,91.4,16,Low,2.94,Muddy,7.86,Medium
17:44.1,33,91.4,17,Low,2.85,Muddy,7.79,Medium
17:48.8,33,91.4,17,Low,3.14,Muddy,7.89,Medium
17:53.4,33,91.4,16,Low,2.99,Muddy,7.82,Medium
18:02.7,32.94,91.29,16,Low,3.07,Muddy,7.77,Medium
18:07.4,32.94,91.29,17,Low,3.09,Muddy,7.96,Medium
18:16.7,32.94,91.29,17,Low,2.81,Muddy,7.73,Medium
18:21.3,32.94,91.29,17,Low,3.03,Muddy,7.71,Medium
18:26.0,32.94,91.29,17,Low,3.14,Muddy,7.86,Medium
18:35.3,32.88,91.17,17,Low,2.85,Muddy,7.99,Medium
18:39.9,32.94,91.29,16,Low,3.12,Muddy,7.91,Medium
18:44.5,32.94,91.29,17,Low,3.12,Muddy,7.84,Medium
18:49.2,32.94,91.29,17,Low,3.09,Muddy,7.89,Medium
19:03.1,32.88,91.17,16,Low,3.15,Muddy,7.97,Medium
19:07.8,32.88,91.17,17,Low,2.97,Muddy,7.91,Medium
19:12.4,32.88,91.17,17,Low,2.97,Muddy,7.86,Medium
19:21.7,32.88,91.17,17,Low,2.85,Muddy,8.04,Medium
19:26.4,32.88,91.17,17,Low,3.14,Muddy,7.89,Medium
19:35.7,32.88,91.17,17,Low,2.89,Muddy,7.84,Medium
19:40.3,32.88,91.17,16,Low,2.86,Muddy,7.8,Medium
19:44.9,32.88,91.17,17,Low,3.1,Muddy,7.9,Medium
19:58.9,32.88,91.17,17,Low,2.98,Muddy,7.95,Medium
20:03.5,32.81,91.06,16,Low,2.87,Muddy,7.77,Medium
20:12.8,32.81,91.06,17,Low,2.86,Muddy,7.87,Medium
20:22.1,32.81,91.06,16,Low,3.11,Muddy,7.87,Medium
20:26.8,32.81,91.06,17,Low,2.85,Muddy,7.93,Medium
20:50.0,32.81,91.06,17,Low,3.06,Muddy,7.94,Medium
20:54.6,32.75,90.95,17,Low,3,Muddy,7.72,Medium
20:59.3,32.75,90.95,17,Low,3.16,Muddy,7.95,Medium
21:08.6,32.75,90.95,17,Low,3.12,Muddy,7.97,Medium
21:13.2,32.75,90.95,17,Low,3.01,Muddy,7.81,Medium
21:17.9,32.75,90.95,16,Low,2.89,Muddy,7.93,Medium
21:22.5,32.75,90.95,17,Low,3.2,Muddy,8,Medium
21:36.4,32.69,90.84,16,Low,2.94,Muddy,7.93,Medium
21:45.7,32.69,90.84,17,Low,3.16,Muddy,7.8,Medium
